0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.11699999
0.147 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.567
0.357 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.017
0.567 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.467
0.777 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.9169999
0.987 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.3669999
1.197 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.8170002
1.407 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.267
1.6170001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.717
1.8270001 0.0 0.0 0.041 0.0 0.0 0.0 0.0 0.0 0.0 3.897
2.073 0.0 0.0 0.426 0.0 0.369 0.369 0.328 0.328 0.328 4.188
2.323 0.0 0.0 0.836 0.0 0.77900004 0.77900004 0.738 0.738 0.738 4.598
2.5730002 0.0 0.0 1.2459999 0.0 1.189 1.189 1.148 1.148 1.148 5.0080004
2.823 0.0 0.0 1.6559999 0.0 1.599 1.599 1.5580001 1.5580001 1.5580001 5.418
3.073 0.0 0.0 2.066 0.0 2.009 2.009 1.968 1.968 1.968 5.828
3.323 0.0 0.0 2.476 0.0 2.419 2.419 2.378 2.378 2.378 6.238
3.573 0.0 0.0 2.8860002 0.0 2.829 2.829 2.788 2.788 2.788 6.6480002
3.8229997 0.0 0.0 3.2960002 0.0 3.2389998 3.2389998 3.198 3.198 3.198 7.0579996
4.073 0.0 0.0 3.706 0.0 3.6490002 3.6490002 3.6079998 3.6079998 3.6079998 7.468
4.3329997 0.0 0.199 4.185 0.0 4.124 4.05 4.009 4.009 4.009 7.9049997
4.633 0.0 0.464 4.185 0.0 4.566 4.49 4.449 4.449 4.449 8.344999
4.933 0.0 0.72900003 4.185 0.0 4.998 4.93 4.889 4.889 4.889 8.851
5.233 0.0 0.994 4.185 0.0 4.998 5.37 5.329 5.329 5.329 9.357
5.533 0.0 1.2590001 4.185 0.0 4.998 5.81 5.769 5.769 5.769 9.896
5.833 0.0 1.5239999 4.185 0.0 4.998 6.25 6.2089996 6.2089996 6.2089996 10.248
6.1330004 0.0 1.7850001 4.185 0.0 4.998 6.69 6.649 6.649 6.649 10.663
6.4329996 0.0 1.7850001 4.185 0.0 5.0030003 7.13 7.089 7.089 7.089 10.983
6.7330003 0.0 1.7850001 4.185 0.0 5.0030003 7.57 7.5290003 7.5290003 7.5290003 11.398001
7.033 0.0 1.7850001 4.185 0.0 5.0030003 8.01 7.9690003 7.9690003 7.9690003 11.717999
