0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.021 0.0 0.0 0.0 0.015999999 0.015999999 0.015999999 0.015999999 0.015999999 0.015999999 0.015999999
0.23099999 0.0 0.0 0.0 0.331 0.376 0.376 0.376 0.376 0.376 0.376
0.441 0.0 0.0 0.0 0.78099996 0.826 0.826 0.826 0.826 0.826 0.826
0.651 0.0 0.0 0.0 1.2310001 1.276 1.276 1.276 1.276 1.276 1.276
0.861 0.0 0.0 0.0 1.681 1.7260001 1.7260001 1.7260001 1.7260001 1.7260001 1.7260001
1.071 0.0 0.0 0.0 2.131 2.1759999 2.1759999 2.1759999 2.1759999 2.1759999 2.1759999
1.281 0.0 0.0 0.0 2.5809999 2.626 2.626 2.626 2.626 2.626 2.626
1.491 0.0 0.0 0.0 3.031 3.076 3.076 3.076 3.076 3.076 3.076
1.701 0.0 0.0 0.0 3.481 3.526 3.526 3.526 3.526 3.526 3.526
1.919 0.0 0.0 0.0 3.802 3.802 3.802 3.802 3.802 3.802 3.802
2.2089999 0.0 0.088 0.0 3.802 3.841 3.841 3.841 4.249 4.326 4.326
2.499 0.0 0.088 0.0 3.802 3.841 3.841 3.841 4.759 4.811 4.811
2.754 0.0 0.088 0.0 3.802 3.841 3.841 3.841 5.269 5.296 5.296
2.974 0.0 0.088 0.0 3.802 3.841 3.841 3.841 5.779 5.781 5.781
3.1939998 0.0 0.088 0.0 3.802 3.841 3.841 3.841 6.289 6.2660003 6.2660003
3.4139998 0.0 0.088 0.0 3.802 3.841 3.841 3.841 6.799 6.751 6.751
3.6339998 0.0 0.088 0.0 3.802 3.841 3.841 3.841 7.309 7.236 7.236
3.8539999 0.0 0.088 0.0 3.802 3.841 3.841 3.841 7.819 7.721 7.721
4.074 0.0 0.088 0.0 3.802 3.841 3.841 3.841 8.329 8.206 8.206
4.2939997 0.0 0.088 0.225 3.982 3.976 3.931 3.931 8.689 8.566 8.566
4.604 0.0 0.088 0.675 4.4319997 4.426 4.381 4.381 9.139 9.016 9.016
4.9240003 0.0 0.088 1.125 4.882 4.876 4.831 4.831 9.589 9.466 9.466
5.244 0.0 0.088 1.575 5.3320003 5.3259997 5.2809997 5.2809997 10.0390005 9.916 9.916
5.564 0.0 0.088 2.025 5.782 5.776 5.731 5.731 10.488999 10.366 10.366
5.884 0.0 0.088 2.475 6.2320004 6.226 6.181 6.181 10.939 10.816 10.816
6.204 0.0 0.088 2.925 6.682 6.6760006 6.6310005 6.6310005 11.389 11.266 11.266
6.524 0.0 0.088 3.3750002 7.132 7.126 7.081 7.081 11.839 11.716 11.716
6.844 0.0 0.088 3.8249998 7.582 7.5759997 7.531 7.531 12.2890005 12.166 12.166
7.164 0.0 0.088 4.275 8.032 8.026 7.981 7.981 12.738999 12.615999 12.615999
