0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.221 0.0 0.167 0.060999997 0.060999997 0.060999997 0.060999997 0.060999997 0.060999997 0.060999997 0.060999997
0.601 0.0 0.668 0.44 0.44 0.44 0.44 0.44 0.44 0.44 0.44
0.98099995 0.0 1.198 0.97 0.97 0.97 0.97 0.97 0.97 0.97 0.97
1.361 0.0 1.7279999 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5
1.741 0.0 2.258 2.0300002 2.0300002 2.0300002 2.0300002 2.0300002 2.0300002 2.0300002 2.0300002
2.121 0.0 2.788 2.56 2.56 2.56 2.56 2.56 2.56 2.56 2.56
2.5010002 0.0 3.3179998 3.09 3.09 3.09 3.09 3.09 3.09 3.09 3.09
2.881 0.0 3.8479998 3.6200001 3.6200001 3.6200001 3.6200001 3.6200001 3.6200001 3.6200001 3.6200001
3.261 0.0 4.378 4.1499996 4.1499996 4.1499996 4.1499996 4.1499996 4.1499996 4.1499996 4.1499996
3.641 0.0 4.908 4.68 4.68 4.68 4.68 4.68 4.68 4.68 4.68
4.041 0.0 4.908 5.201 5.201 5.201 5.201 5.201 5.201 5.201 5.201
4.461 0.0 4.908 6.0090003 6.0090003 6.0090003 6.0090003 6.0090003 6.0090003 6.0090003 6.0090003
4.881 0.0 4.908 6.655 6.655 6.655 6.655 6.655 6.655 6.655 6.655
5.301 0.0 4.908 7.175 7.175 7.175 7.175 7.175 7.175 7.175 7.175
5.7209997 0.0 4.908 7.6949997 7.6949997 7.6949997 7.6949997 7.6949997 7.6949997 7.6949997 7.6949997
6.141 0.0 4.908 8.215 8.215 8.215 8.215 8.215 8.215 8.215 8.215
6.561 0.0 4.908 8.735001 8.735001 8.735001 8.735001 8.735001 8.735001 8.735001 8.735001
6.9810004 0.0 4.908 9.255 9.255 9.255 9.255 9.255 9.255 9.255 9.255
7.401 0.0 4.908 9.775 9.775 9.775 9.775 9.775 9.775 9.775 9.775
7.8210006 0.0 4.908 10.295 10.295 10.295 10.295 10.295 10.295 10.295 10.295
8.115001 0.378 5.286 10.987 10.987 10.987 10.987 10.987 10.987 10.987 10.987
8.355 0.79800004 5.706 11.747001 11.747001 11.747001 11.747001 11.747001 11.747001 11.747001 11.747001
8.595 1.2179999 6.126 12.507001 12.507001 12.507001 12.507001 12.507001 12.507001 12.507001 12.507001
8.835 1.6380001 6.5459995 13.149001 13.149001 13.149001 13.149001 13.149001 13.149001 13.149001 13.149001
9.075 2.0579998 6.966 13.569 13.569 13.569 13.569 13.569 13.569 13.569 13.569
9.315 2.478 7.3859997 13.989 13.989 13.989 13.989 13.989 13.989 13.989 13.989
9.555 2.898 7.806 14.408999 14.408999 14.408999 14.408999 14.408999 14.408999 14.408999 14.408999
9.795 3.3179998 8.226 14.8289995 14.8289995 14.8289995 14.8289995 14.8289995 14.8289995 14.8289995 14.8289995
10.035 3.738 8.646 15.249001 15.249001 15.249001 15.249001 15.249001 15.249001 15.249001 15.249001
10.275001 4.158 9.066 15.669001 15.669001 15.669001 15.669001 15.669001 15.669001 15.669001 15.669001
10.866 5.43 10.426 16.472 16.472 16.472 16.472 16.472 16.472 16.472 16.472
11.65 6.7599998 11.866 17.219 17.222 17.222 17.222 17.222 17.222 17.222 17.222
12.345 7.982 12.812 17.538 17.731 17.461 17.461 17.461 17.461 17.461 17.461
13.086 8.562 13.562 17.538 18.046001 17.686 17.686 17.686 17.686 17.686 17.686
13.869999 9.142 14.312 17.538 18.361 17.911001 17.911001 17.911001 17.911001 17.911001 17.911001
14.565 9.722 15.062 17.538 18.675999 18.136002 18.136002 18.136002 18.136002 18.136002 18.136002
15.306001 10.302 15.812 17.538 18.946 18.361 18.361 18.361 18.361 18.361 18.361
16.09 10.882 16.562 17.538 19.171 18.585999 18.585999 18.585999 18.585999 18.585999 18.585999
16.785 11.392 17.312 17.538 19.486 18.810999 18.810999 18.810999 18.810999 18.810999 18.810999
17.526001 11.392 18.026001 17.538 19.756 19.036 19.036 19.036 19.036 19.036 19.036
18.037 11.392 18.289999 17.538 20.08 19.36 19.36 19.36 19.36 19.36 19.36
18.137001 11.392 18.73 17.589 20.47 19.75 19.75 19.75 19.75 19.75 19.75
18.237001 11.392 19.17 17.838 20.86 20.14 20.14 20.14 20.14 20.14 20.14
18.337 11.392 19.61 18.087 21.25 20.53 20.53 20.53 20.53 20.53 20.53
18.437 11.392 20.05 18.33 21.64 20.92 20.92 20.92 20.92 20.92 20.92
18.537 11.392 20.49 18.528 22.03 21.31 21.31 21.31 21.31 21.31 21.31
18.637 11.392 20.93 18.726 22.42 21.699999 21.699999 21.699999 21.699999 21.699999 21.699999
18.737 11.392 21.369999 18.924 22.81 22.09 22.09 22.09 22.09 22.09 22.09
18.837 11.392 21.81 19.122 23.199999 22.480001 22.480001 22.480001 22.480001 22.480001 22.480001
18.937 11.392 22.25 19.320002 23.59 22.869999 22.869999 22.869999 22.869999 22.869999 22.869999
19.335001 11.441999 22.294 19.699999 23.970001 23.474 23.474 23.474 23.474 23.474 23.474
19.885 11.441999 22.294 20.08 24.349998 24.174 24.174 24.174 24.174 24.174 24.174
20.435 11.441999 22.294 20.460001 24.73 24.874 24.874 24.874 24.874 24.874 24.874
20.985 11.441999 22.294 20.84 25.11 25.574 25.574 25.574 25.574 25.574 25.574
21.535 11.441999 22.294 21.22 25.490002 26.273998 26.273998 26.273998 26.273998 26.273998 26.273998
22.085001 11.441999 22.294 21.6 25.87 26.973999 26.973999 26.973999 26.973999 26.973999 26.973999
22.635 11.441999 22.294 21.98 26.249998 27.674002 27.674002 27.674002 27.674002 27.674002 27.674002
