0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.041 0.0 0.052 0.052 0.052 0.052 0.052 0.052 0.052 0.052 0.052
0.45 0.51 0.57199997 0.57199997 0.57199997 0.57199997 0.57199997 0.57199997 0.57199997 0.57199997 0.57199997
0.86 1.02 1.092 1.092 1.092 1.092 1.092 1.092 1.092 1.092 1.092
1.27 1.53 1.612 1.612 1.612 1.612 1.612 1.612 1.612 1.612 1.612
1.68 2.04 2.132 2.132 2.132 2.132 2.132 2.132 2.132 2.132 2.132
2.09 2.55 2.6520002 2.6520002 2.6520002 2.6520002 2.6520002 2.6520002 2.6520002 2.6520002 2.6520002
2.5 3.06 3.1720002 3.1720002 3.1720002 3.1720002 3.1720002 3.1720002 3.1720002 3.1720002 3.1720002
2.91 3.5700002 3.692 3.692 3.692 3.692 3.692 3.692 3.692 3.692 3.692
3.32 4.08 4.212 4.212 4.212 4.212 4.212 4.212 4.212 4.212 4.212
3.7300003 4.5899997 4.732 4.732 4.732 4.732 4.732 4.732 4.732 4.732 4.732
3.99 4.5899997 5.208 5.208 5.216 5.277 5.277 5.277 5.277 5.277 5.277
4.25 4.5899997 5.51 5.51 5.5179996 5.618 5.927 5.927 5.927 5.927 5.927
4.5099998 4.5899997 5.51 5.51 5.5179996 5.618 6.333 6.333 6.333 6.333 6.333
4.77 4.5899997 5.51 5.51 5.5179996 5.618 6.723 6.723 6.723 6.723 6.723
5.0299997 4.5899997 5.51 5.51 5.5179996 5.618 7.113 7.113 7.113 7.113 7.113
5.29 4.5899997 5.51 5.51 5.5179996 5.618 7.503 7.503 7.503 7.503 7.503
5.55 4.5899997 5.51 5.51 5.5179996 5.618 7.8929996 7.8929996 7.8929996 7.8929996 7.8929996
5.81 4.5899997 5.51 5.51 5.5179996 5.618 8.283 8.283 8.283 8.283 8.283
6.0699997 4.5899997 5.51 5.51 5.5179996 5.618 8.673 8.673 8.673 8.673 8.673
6.33 4.5899997 5.51 5.51 5.5179996 5.618 9.063001 9.063001 9.063001 9.063001 9.063001
6.77 4.5899997 5.51 5.51 5.7530003 5.827 9.392 9.384001 9.384001 9.384001 9.384001
7.21 4.5899997 5.51 5.922 6.203 5.827 9.8619995 9.854 9.854 9.854 9.854
7.6499996 4.5899997 5.51 6.3600006 6.443 5.827 10.3289995 10.321 10.321 10.321 10.321
8.09 4.5899997 5.51 6.8190002 6.683 5.827 10.799 10.791 10.791 10.791 10.791
8.53 4.5899997 5.51 7.278 6.923 5.827 11.252 11.17 11.17 11.17 11.17
8.97 4.5899997 5.51 7.61 6.972 5.827 11.498 11.416 11.416 11.416 11.416
9.41 4.5899997 5.51 7.61 6.972 5.827 11.790999 11.709001 11.709001 11.709001 11.709001
9.849999 4.5899997 5.51 7.61 6.972 5.827 12.072 11.990001 11.990001 11.990001 11.990001
10.29 4.5899997 5.51 7.61 6.972 5.827 12.318 12.236 12.236 12.236 12.236
10.73 4.5899997 5.51 7.61 6.972 5.827 12.611 12.529 12.529 12.529 12.529
11.27 4.933 5.897 8.033999 6.972 6.171 13.043 12.961 12.961 12.961 12.961
11.81 4.933 6.327 8.566 7.351 6.7000003 13.583 13.501 13.501 13.501 13.501
12.349999 4.933 6.757 8.996 7.8910003 7.2400002 14.123 14.041 14.041 14.041 14.041
12.89 4.933 7.187 9.426 8.431001 7.7799997 14.663 14.580999 14.580999 14.580999 14.580999
13.429999 4.933 7.6169996 9.856 8.971 8.32 15.203001 15.120999 15.120999 15.120999 15.120999
13.969999 4.933 8.047 10.286 9.511 8.860001 15.742999 15.660999 15.660999 15.660999 15.660999
14.51 4.933 8.477 10.716001 10.049 9.4 16.282999 16.201 16.201 16.201 16.201
15.05 4.933 8.907 11.146 10.5789995 9.94 16.823 16.741 16.741 16.741 16.741
15.59 4.933 9.337 11.576 11.108999 10.4800005 17.362999 17.281 17.281 17.281 17.281
16.130001 4.933 9.766999 11.915 11.639 11.02 17.903 17.821001 17.821001 17.821001 17.821001
16.689999 5.3040004 10.1779995 12.367 12.267 12.158 19.038 18.956 18.956 18.956 18.956
17.25 5.834 10.6380005 12.9470005 12.847 13.298 20.178001 20.095999 20.095999 20.095999 20.095999
17.810001 6.364 11.153999 13.527 13.427 14.438001 21.318 21.236 21.236 21.236 21.236
18.369999 6.894 11.614 14.106999 14.007001 15.578 22.458 22.376 22.376 22.376 22.376
18.93 7.424 12.073999 14.687 14.587 16.718 23.598 23.515999 23.515999 23.515999 23.515999
19.49 7.954 12.534 15.266999 15.167 17.634 24.738 24.656 24.656 24.656 24.656
20.05 8.484 12.994 15.847 15.747001 18.543001 25.71 25.628 25.628 25.628 25.628
20.61 9.014 13.454 16.427 16.327 19.123 26.289999 26.244 26.244 26.244 26.244
21.159 9.544 13.914 17.007 16.907001 19.703 26.87 26.824001 26.824001 26.824001 26.824001
21.619 10.074 14.374 17.587 17.487 20.283 27.45 27.404001 27.404001 27.404001 27.404001
21.989 10.224 14.851999 18.539 18.439 20.911001 28.078 28.032 28.032 28.032 28.032
22.348999 10.224 15.391999 19.598999 19.498999 21.971 29.137999 29.092 29.092 29.092 29.092
22.709 10.224 15.931999 20.659 20.559 23.031 30.197998 30.151999 30.151999 30.151999 30.151999
23.069 10.224 16.472 21.719 21.619 24.091 31.258 31.212 31.212 31.212 31.212
23.429 10.224 17.012001 22.612 22.678999 25.151 32.318 32.272 32.272 32.272 32.272
23.789001 10.224 17.552 23.152 23.739 26.082998 33.378 33.332 33.332 33.332 33.332
24.149 10.224 18.092001 23.692 24.799 26.623 34.016003 33.999 33.999 33.999 33.999
24.508999 10.224 18.632 24.232 25.859001 27.162998 34.496002 34.479 34.479 34.479 34.479
24.869 10.224 19.171999 24.772 26.919 27.703 34.975998 34.959 34.959 34.959 34.959
25.229 10.224 19.712 25.312 27.578 28.243 35.455997 35.439 35.439 35.439 35.439
25.526 10.746 20.561 26.161 28.426998 28.975 35.9 35.883 35.883 35.883 35.883
25.816 11.326 21.338999 26.939 29.205 29.554998 36.48 36.463 36.463 36.463 36.463
26.105999 11.906 21.919 27.519 29.785002 30.135 37.059998 37.043 37.043 37.043 37.043
26.396 12.486 22.498999 28.099 30.365 30.715 37.634 37.617 37.617 37.617 37.617
26.686 13.066 23.079 28.679 30.945 31.288 38.174 38.157 38.157 38.157 38.157
26.976002 13.646001 23.659 29.258999 31.525002 31.828001 38.714 38.697002 38.697002 38.697002 38.697002
